Indicators,Country,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997
"Tariff rate, most favored nation, simple mean, all products (%)",IDA blend,,,,,,,,,,,,,,,,,,,,,,,,,
"Tariff rate, most favored nation, weighted mean, all products (%)",IDA blend,,,,,,,,,,,,,,,,,,,,,,,,,
unemployment,IDA blend,,,7.431869461,,,,4.071388928,3.351779774,3.458849577,,2.589130691,,,,,,,,,,,,,,
electricity,IDA & IBRD total,,88.93398421,88.33413689,87.80436556,86.65314643,85.5887868,84.30714458,83.14360489,82.65312298,82.0459615,78.99296705,80.24109431,79.79879622,79.10254499,78.342403,77.73984738,76.87321452,76.26322862,75.98854209,75.25817041,73.49077627,73.8724801,,,
ageing,IDA & IBRD total,55.39465831,55.55651299,55.6111736,55.59758826,55.54029737,55.48172126,55.46202806,55.44994552,55.47265826,55.54995579,55.70814573,55.98371356,56.34186961,56.75583567,57.23468489,57.79329127,58.50039209,59.32204687,60.14826233,60.99661813,61.89064406,62.78448488,63.66493259,64.54002973,65.42843209
publicdebt,IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,
business,IDA & IBRD total,,,25.30780142,30.85815603,34.04113475,34.65886525,35.98865248,36.88,42.18714286,46.24198473,52.13828125,58.39296875,61.3375,74.06377953,92.28582677,102.4244094,107.0096,123.0556604,139.522449,,,,,,
gdp,IDA & IBRD total,5684.927074,4888.966209,5125.9788,5076.592986,4838.502342,4455.815489,4471.99645,4821.935644,4711.139152,4516.541531,4310.451192,3731.598434,3122.413191,3254.993772,2749.169891,2253.550129,1924.448762,1634.675265,1392.202647,1256.898255,1249.877312,1253.720145,1167.270821,1211.416144,1262.675821
GNI per capita growth (annual %),IDA & IBRD total,5.547157185,-2.682950137,3.163740212,3.429968081,4.026919024,3.125468071,2.966418746,4.176013025,3.755574399,4.24622249,4.978999977,6.234328224,2.73256366,5.173427067,8.033329231,7.647497546,5.656689967,5.827247427,4.80327274,3.294097372,2.707405742,3.622238062,2.130050228,2.623193348,4.06029536
savings,IDA & IBRD total,32.74771625,31.29611431,31.36707578,31.96131626,31.85644693,31.23812224,31.99756546,33.06208464,33.12270319,34.40937607,35.01571472,35.62406192,34.26580651,36.74204794,36.09596769,35.69647644,33.72030692,33.0349996,30.85606644,29.3299202,28.58890146,28.87016443,27.91906018,28.25658218,29.3177103
internet,IDA & IBRD total,,54.04584926,47.14778429,42.27686386,38.54754761,35.87010436,33.02274942,30.37432508,28.08499361,25.9619442,23.45375525,20.58003843,17.05281407,14.14929195,11.40115847,8.831145725,7.225755669,6.116303514,4.7743592,3.663265589,2.185364061,1.559285257,0.780804771,0.403058603,0.180399812
inflation,IDA & IBRD total,4.271663815,2.940295143,2.610571828,3.048914829,3.337875861,2.814957914,3.15783118,3.525662038,4.341154898,5.008525463,5.796768092,4.043062588,4.219030521,10.28768479,6.160686694,6.099142477,6.014758226,4.474992891,4.546900121,4.022881937,5.077450455,4.199288256,4.567087529,6.845669808,7.106472427
immigration,IDA & IBRD total,,,,,,,1.427808425,,,,,1.361540983,,,,,1.347899903,,,,,1.436707817,,,
gender,IDA & IBRD total,45.67541059,44.53949291,46.30955824,45.66930631,45.99790957,46.28349238,46.59168504,46.80961128,47.16018056,47.62692846,47.91318508,48.11963574,48.48052279,48.68554986,49.02999702,49.12903548,49.39914053,49.54205536,49.74998117,49.97896261,50.29789406,50.60257955,50.67375597,50.55763104,50.53687524
education,IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,
interest,IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,
literacy,IDA & IBRD total,,84.74362946,84.55732727,84.11257935,84.07015228,83.78101349,83.235672,83.05555725,82.55223083,82.31726837,81.78588104,81.52977753,81.01213837,80.65590668,80.08302307,79.67156982,79.43769836,79.50872803,79.01519012,78.38108826,77.93657684,77.5520401,77.37935638,76.98468018,75.50198364
militaryexp,IDA & IBRD total,1.848978073,1.946485547,1.833871683,1.827162483,1.890235945,1.936945545,1.919753846,1.904897837,1.892206701,1.860988527,1.819161983,1.913521827,2.0610722,1.883564662,1.879142162,1.902026639,1.949181648,1.984499064,2.040962304,2.080914215,2.03760654,1.974289489,2.057443182,1.999786275,2.120150138
oil,IDA & IBRD total,,1.3047187,2.004354026,2.392221533,1.709254105,1.226096545,1.508856663,3.427005943,3.982268865,4.629278168,5.047665992,4.032361703,3.349435435,6.205210435,5.278964122,6.126109756,5.982122608,4.665987082,3.718464951,3.507091638,3.449436372,4.597635927,2.600233322,1.43659462,2.636217007
slums,IDA & IBRD total,,,,,,35.79096204,,36.70076449,,37.32035575,,38.75126893,,39.82917495,,41.19712472,,42.5372218,,,,,,,
Real interest rate (%),IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,
ruralpop,IDA & IBRD total,48.09533059,48.59704546,49.10741785,49.62868899,50.15814825,50.69580643,51.23993973,51.79250812,52.34013051,52.87962786,53.41128994,53.9510005,54.5175373,55.08735104,55.65851598,56.21542656,56.78268626,57.358454,57.92772003,58.48797634,59.04324237,59.55883477,60.02409626,60.4815007,60.93859755
servicesector,IDA & IBRD total,54.13137172,55.62968952,55.65733082,54.90902011,55.0114648,55.03254394,54.29871348,51.48029615,50.76607085,49.8936519,49.06197112,49.29303421,50.02282302,48.43502475,48.75660332,48.36752067,48.38958662,48.46170822,49.35236865,49.50977586,49.92518038,49.08920048,49.17176345,49.61195949,48.7783045
"Share of tariff lines with international peaks, all products (%)",IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,
"Share of tariff lines with specific rates, all products (%)",IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,
"Tariff rate, applied, simple mean, all products (%)",IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,
"Tariff rate, applied, simple mean, primary products (%)",IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,
Tariffs,IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,
"Tariff rate, applied, weighted mean, primary products (%)",IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,
"Tariff rate, most favored nation, simple mean, all products (%)",IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,
"Tariff rate, most favored nation, weighted mean, all products (%)",IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,
unemployment,IDA & IBRD total,,6.686246724,6.085948597,6.115843441,,,,,,4.806610337,,4.790618459,,,,,6.683136231,,,,,5.138040513,,,
Exports,Iceland,20705,10088,11487,25558,11183,13473,12502,14376,14664,9539,7658,7101,5422,9314,9232,7766,7470,4597,4553,1850,3397,1761,669,536,
Imports,Iceland,15182,10465,14269,16576,11009,9439,6607,5976,7580,8896,7560,4140,3325,3511,3565,3999,4673,2734,2278,1443,1858,1414,790,730,
fdi,Iceland,79,1916,,,734,58,735,,755,882,4,6,85,101,600,220,15,50,0,28,36,24,1,,10
electricity,Iceland,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
ageing,Iceland,50.49894152,49.88282161,49.61679067,49.90288952,50.53018713,51.06054329,51.20459625,51.05289384,50.71619099,50.29499838,49.86118484,49.37112531,48.56818998,48.05770899,48.45265039,49.58391602,50.99814264,52.04004081,52.66121803,53.09574774,53.3033865,53.49002227,53.76398328,54.2105352,54.72604733
publicdebt,Iceland,,100.0169891,89.58874282,81.95196991,90.4444869,103.3624232,117.3708396,135.7965219,140.9545802,152.7396245,156.9159182,150.6338125,145.7459808,129.7384322,84.26241869,86.9818397,84.71765917,48.27972429,54.44463383,56.29940624,60.28438052,58.25802059,59.15767935,63.17670298,68.46571755
business,Iceland,,,1.9,1.7,1.8,2,2.2,2.4,2.7,3,3.3,2.3,3,2.6,2.7,3,2.8,3,,,,,,,
gdp,Iceland,68727.63666,59200.17794,68853.71522,74461.48,72010.14903,61987.92636,52951.68151,54576.74481,49804.983,45995.54788,47714.59223,43237.07295,41301.27322,56943.37045,69495.72674,57492.93425,56794.85016,47334.93065,39476.69785,32409.21615,28897.44394,32096.37226,32381.62524,31030.0536,27919.1855
GNI per capita growth (annual %),Iceland,,,,,,,,,,,,,,,,,,,,,,,,,
savings,Iceland,15.20826928,16.97933192,24.04404989,19.61725266,22.38926933,22.57342297,19.64533352,17.46377359,17.23952351,8.5209144,6.897581092,3.922168815,3.047733109,1.558339996,14.15866625,10.90542944,12.17602556,15.63886274,17.31279329,21.62098405,18.45126402,14.15331618,16.87603438,19.32834634,20.61856568
internet,Iceland,99.68701957,99,99.50494117,99.01095399,98.25520119,98.2400163,98.2,98.16,96.5468,96.20979955,94.8196868,93.39,93,91,90.6,89.51,87,83.88,83.14,79.12,49.39299537,44.47053382,41.29456671,36.2642065,27.47886875
inflation,Iceland,4.444239702,2.847924015,3.013971792,2.682917683,1.760415592,1.69692762,1.633055582,2.044614815,3.872279237,5.185899888,4.001026643,5.396731132,12.00312985,12.69439428,5.051557365,6.687079061,3.987047828,3.158193243,2.055663298,5.197022302,6.405085504,5.136471232,3.231832609,1.65924171,1.815430803
immigration,Iceland,,,,,,,11.3901495,,,,,11.03344841,,,,,8.5905407,,,,,5.651212244,,,
gender,Iceland,69.04699707,68.93199921,71.01799774,71.58000183,72.59500122,73.33899689,73.20700073,72.19999695,71.42500305,70.85800171,70.15699768,70.61000061,70.34500122,71.01300049,71.61299896,71.60099792,70.9469986,70.60199738,72.28600311,72.08699799,72.70800018,73.81600189,72.33300018,70.25800323,68.76100159
education,Iceland,86.01000214,88.06999969,90.16000366,90.20999908,91.33000183,91.75,91.70999908,91.01000214,90.80999756,90.94000244,90.80000305,89.98999786,90.36000061,90.16000366,90.79000092,91.29000092,91.44999695,91.08000183,92.80999756,94.23000336,92.83999634,94.69000244,94.38999939,,
interest,Iceland,5.404157498,5.758712412,6.95,6.955,7.255833333,8.236666667,7.61,7.7425,8.151666667,8.324338772,7.698072473,10.2570287,18.98765872,20.14617478,19.29081428,17.90897982,14.77752866,12.01666667,11.95,15.36666667,17.95,16.8,13.3,12.78333333,12.89166667
literacy,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,
militaryexp,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,
oil,Iceland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slums,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,
Real interest rate (%),Iceland,-0.558945833,2.07431851,2.356501966,4.19915499,6.260183009,5.843688141,1.466679258,3.457644457,5.901739895,4.72101403,4.463192565,3.655369094,7.385020293,7.143954326,14.33644941,8.555127009,11.36328502,9.098273308,11.40205425,8.967920185,8.505916523,12.28092481,9.469769491,7.705447016,9.865850697
ruralpop,Iceland,6.056,6.102,6.145,6.187,6.227,6.265,6.3,6.333,6.367,6.4,6.413,6.426,6.489,6.605,6.722,6.841,6.963,7.086,7.211,7.338,7.468,7.599,7.733,7.879,8.04
servicesector,Iceland,64.61572443,65.32897971,65.74807578,65.48514396,65.35885952,65.38154679,64.2588657,63.67336776,62.80878319,61.91593899,61.10520211,61.80417698,64.81637078,61.28927076,62.34506746,58.60949977,60.08067635,59.81367459,60.00823218,58.80110801,56.63849766,56.7000033,55.33816662,54.1220266,52.78697519
"Share of tariff lines with international peaks, all products (%)",Iceland,,,2.847375,,3.308434,3.716056,5.542462,6.208499,6.672081,3.608788,6.4141,6.638261,6.82076,8.894116,9.250369,4.279069,6.763637,6.361022,7.02765,,5.584908,4.034521,4.625113,4.546546,
"Share of tariff lines with specific rates, all products (%)",Iceland,,,0.1259502,,0.1131242,0.0844558,0.0605232,0,0.0821902,0.0973324,0.0716475,0.085218,0.0710496,0.0928044,0.0779583,0.0782558,0.5437762,0.5739713,0,,0.0445928,0.0883401,0.023546,0.0428919,
"Tariff rate, applied, simple mean, all products (%)",Iceland,,,1.17,,1.29,1.71,2.22,2.46,2.6,2.6,2.59,2.55,2.79,3.55,3.95,3.86,7.59,7.09,7.32,,6.26,7.94,6.73,7.41,
"Tariff rate, applied, simple mean, primary products (%)",Iceland,,,8.57,,9.85,8.95,8.8,8.91,9.19,8.64,9.09,8.64,10.09,12.01,15.16,13.61,26.96,23.6,24.3,,14.95,30.92,22.52,29.34,
Tariffs,Iceland,,,1.53,,1.57,1.47,1.42,1.6,1.66,1.47,1.58,1.5,1.65,1.85,1.9,1.83,4.24,4.52,4.31,,3.68,4.72,3.65,4.51,
"Tariff rate, applied, weighted mean, primary products (%)",Iceland,,,5.39,,6.27,4.2,3.29,2.68,2.74,2.29,2.42,2.17,2.85,3.31,4.77,4.82,10.08,9.76,8.47,,5.29,10.56,7.14,11.22,
"Tariff rate, most favored nation, simple mean, all products (%)",Iceland,,,4.59,,4.57,5.35,6.01,5.97,5.89,5.94,5.78,5.98,6.54,7.35,8.85,8.28,9.72,9.52,8.7,,6.33,10.82,8.93,10.43,
"Tariff rate, most favored nation, weighted mean, all products (%)",Iceland,,,2.93,,2.31,3.1,3.28,3.32,3.21,2.82,2.99,2.98,3.26,3.38,3.9,3.12,4.31,4.61,4.37,,3.76,4.81,3.74,4.6,
unemployment,Iceland,5.989999771,6.429999828,3.50999999,2.700000048,2.74000001,2.980000019,3.980000019,4.900000095,5.380000114,6,7.03000021,7.559999943,7.21999979,2.950000048,2.25,2.829999924,2.869999886,3.400000095,3.519999981,3.25,2.25999999,2.309999943,2.00999999,2.74000001,3.720000029
Exports,Hungary,1014163,740372,647286,654021,604935,542517,519745,576417,569228,573797,680602,651831,534327,609685,501496,328729,249349,265096,228629,144883,103088,89711,55063,39668,
Imports,Hungary,557035,428290,374502,434207,407722,346423,287555,325990,271515,232310,245222,219770,146640,138220,121008,69931,36553,47559,30136,16883,13036,9955,7145,1281,
fdi,Hungary,720,695,2189,131,148,325,317,45,311,615,1309,2369,2026,1748,2109,3152,4545,4996,2366,2073,2153,1065,1204,1073,567
electricity,Hungary,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
ageing,Hungary,53.78308294,53.03266876,51.88555477,50.80159342,50.00752492,49.20848543,48.32482185,47.45621695,46.62769472,45.99674463,45.58579154,45.45724963,45.34315044,45.15184843,45.05801654,45.08096923,45.22554876,45.41144071,45.65487126,45.88920236,46.23952933,46.67616164,47.01074715,47.23683809,47.40998281
publicdebt,Hungary,,96.10889725,83.28940201,86.55068833,91.98722477,96.77762377,96.39735356,98.67133092,94.73319021,94.14751321,90.5625449,81.28171515,81.1091689,72.65185206,69.14049228,68.3849879,65.22712625,63.00795275,59.76332162,59.01467369,59.36569321,61.21142427,66.7855663,64.16309276,67.31687826
business,Hungary,,,4.5,4.9,5.4,7.1,7.5,8.5,8.8,8.9,7.6,8.2,8,8.4,17.7,20.9,22.4,22.9,40.4,,,,,,
gdp,Hungary,18728.12189,16120.98905,16782.95246,16425.1013,14621.2396,13104.69955,12717.0386,14294.25842,13715.07036,12984.83657,14234.47158,13217.5046,13077.30547,15772.33008,13940.90928,11489.56087,11223.3993,10301.70339,8419.430871,6655.333009,5276.033189,4624.281657,4793.478522,4744.212264,4596.182622
GNI per capita growth (annual %),Hungary,4.020738798,-2.550771626,6.460036648,4.703287469,2.509080325,5.085872977,4.050602371,3.177155403,3.758455973,-0.907195135,0.924701688,0.926494788,-3.748178899,1.534171968,-0.716073152,3.161617575,3.238351137,4.831383101,4.461686821,6.305234326,4.881560751,4.050076933,,,
savings,Hungary,26.50659496,26.25759964,27.48634965,26.74000389,24.71268091,25.73786252,25.33182251,24.54018258,24.48334805,21.06489538,20.93587831,20.75141542,19.77903795,17.69816301,16.76468574,18.08116841,16.57384953,16.69646549,15.78571687,18.54371144,19.77359556,19.2514346,18.70964802,21.34541094,21.5032979
internet,Hungary,88.64083466,84.77115202,80.37169361,76.07436064,76.75054712,79.25941213,72.83473703,75.65319745,72.6439,70.57999815,68.01998789,65,62,61,53.3,47.06,38.97,27.74,21.63,16.67,14.5285543,6.999676351,5.857840749,3.894643278,1.942449872
inflation,Hungary,5.110965344,3.326743858,3.338586354,2.850247926,2.348242812,0.394769307,-0.06164468,-0.227566271,1.73319985,5.652145171,3.929920989,4.855557957,4.211711712,6.042512539,7.958745165,3.930326038,3.561517114,6.744346796,4.661016949,5.265448216,9.116809117,9.803610169,9.997744093,14.15378965,18.30507441
immigration,Hungary,,,,,,,4.562465252,,,,,4.359780333,,,,,3.633006219,,,,,2.904476897,,,
gender,Hungary,52.4129982,48.16400146,48.36800003,48.30899811,47.98400116,47.63199997,46.95000076,46.04700089,44.71099854,44.54600143,43.65100098,43.55599976,42.70600128,42.6969986,42.91999817,43.27899933,42.98899841,42.06600189,42.22399902,41.22900009,40.98600006,41.43600082,41.14099884,40.18500137,38.77600098
education,Hungary,76.80000305,71.55000305,72.91000366,72.94999695,72.81999969,73.44999695,72.70999908,72.59999847,74.86000061,75.23999786,75.45999908,74.98000336,75.04000092,75.55000305,75.87000275,77.23999786,78.79000092,78.36000061,77.54000092,77.79000092,77.19999695,76.62999725,76.5,76.23999786,77.16000366
interest,Hungary,2.964537618,1.957689133,1.792433788,1.470967593,1.481143422,2.089071112,2.90249069,4.447534327,6.303912354,9.001544511,8.320381666,7.586925113,11.03686222,10.18166774,9.085947496,8.079414988,8.540945327,12.82452602,9.603423915,10.1688765,12.11666667,12.6,16.34166667,19.275,21.76666667
literacy,Hungary,99.09999847,,,,,,,99.09999847,,,,,,,,,,,,,,,,,
militaryexp,Hungary,1.636065872,1.856629328,1.254386294,1.116641387,1.026657623,1.003106301,0.90544456,0.859447823,0.945303081,1.029205366,1.038426011,1.023995608,1.128645477,1.181179736,1.270258106,1.22300996,1.412028787,1.472723819,1.642621594,1.593773802,1.57012709,1.513100227,1.4336126,1.272164175,1.476684403
oil,Hungary,,0.095460398,0.145392483,0.148704729,0.091829041,0.064663622,0.072503514,0.146033886,0.175621451,0.220356273,0.208145945,0.16297411,0.126221395,0.198217826,0.162798949,0.197063081,0.18078127,0.166933413,0.157799798,0.161769692,0.21671389,0.332619381,0.12685406,0.037764531,0.209016372
slums,Hungary,,,,,,7.2,,7.2,,7.9,,9.1,,10.4,,11.6,,12.9,,14.2,,15.4,,,
Real interest rate (%),Hungary,-3.140263645,-4.179523134,-2.843632172,-3.219757157,-2.449840292,0.758582251,0.123325583,0.727927851,3.387825758,5.937038459,6.270716359,4.929511313,6.56224477,5.1290212,3.454232985,4.266708401,5.76253091,7.35881292,3.955080634,1.921863015,0.963652219,2.752713327,7.603942145,4.841254061,1.252168709
ruralpop,Hungary,27.755,28.058,28.356,28.649,28.938,29.221,29.5,29.773,30.047,30.322,30.642,31.089,31.54,32.057,32.579,33.105,33.635,34.104,34.511,34.919,35.33,35.425,35.298,35.171,35.044
servicesector,Hungary,57.01195676,56.6143684,56.40997652,55.88397489,55.88632413,55.44805479,54.08170401,54.86956491,55.48366111,55.27088647,55.99767988,56.65842935,56.87488556,56.46015273,55.82829596,56.10949481,55.28099046,54.40185174,55.65956549,55.74307444,54.36972602,53.25951145,52.9661408,52.14340612,52.25102325
"Share of tariff lines with international peaks, all products (%)",Hungary,,1.813626,5.697177,5.339829,5.435838,5.496077,5.766603,5.722713,4.921036,4.976868,4.865139,5.3808,4.646175,4.742306,5.870751,6.039214,4.780674,5.721504,8.349668,8.094247,6.488461,5.60611,6.025379,6.800004,8.83796
"Share of tariff lines with specific rates, all products (%)",Hungary,,8.122205,0.9538649,0.9019911,0.8638234,0.6346312,0.8827925,0.9022391,0.9322362,0.9842589,0.9347487,0.9867887,1.02311,0.8433674,0.9357632,1.014029,1.010172,1.491698,1.229806,1.35586,1.375752,1.241509,6.68091,1.855131,1.27412
"Tariff rate, applied, simple mean, all products (%)",Hungary,,1.71,2.55,2.46,2.48,2.48,2.73,2.76,2.21,2.28,2.3,2.78,2.44,2.37,2.53,2.75,2.68,2.64,2.54,2.57,4.26,3.3,4.31,3.9,3.47
"Tariff rate, applied, simple mean, primary products (%)",Hungary,,2.21,5.87,5.24,5.16,5.32,5.69,5.72,5.38,5.6,5.84,6.3,6.25,5.94,6.51,7.24,7.36,6.85,6.54,6.42,9.87,7.93,9.51,9.21,9.61
Tariffs,Hungary,,1.48,1.84,1.83,1.96,2.09,2.02,2.03,1.49,1.46,1.59,2.13,1.85,1.72,2.24,2.3,2.46,2.24,2.52,2.45,3.37,2.41,3.48,3.47,3.66
"Tariff rate, applied, weighted mean, primary products (%)",Hungary,,0.83,1.64,1.59,1.84,2.1,1.69,1.69,1.33,1.19,1.4,1.55,1.87,1.56,2.04,2.06,2.63,2.77,3.35,2.92,4.8,3.14,5.61,5.48,5.12
